id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions
usbdos,USBDOS,2010-01-30,2016-04-28,Sammlung von DOS-Treiber fÅr UHCI USB Controller (USB 1.1 12Mbit/1.5Mbit),,,DOS USB driver keyboard mouse port uhci ohci ehci xhci,Bret Johnson <bret@bretjohnson.us>,Bret Johnson <bret@bretjohnson.us>,http://bretjohnson.us/,http://bretjohnson.us/,http://bretjohnson.us/,,DOS,"Freeware, see documentation",util,,0235eafb198b4e9c8c6e3d2ecf7c5cd2,0b0fb557a0950c7c7c6cf347579a9f52b69700d67715597276c2546018fa9af5,
utf8tocp,utf8tocp,0.9.2,2016-02-20,Konvertiert UTF-8 Text Dateien und Codepages,,,"codepage,converter",Mateusz Viste,Mateusz Viste,,,http://utf8tocp.sourceforge.net/,,DOS,Simplified (2-Clause) BSD License,util,,df3b871b9796eff5a3d4aadd1b6e198d,83aee0255e5b24a50e36762ce1e5cc0d4d7c2ecea0669907aa622ac9551451ab,
v8power,V8Power Tools,17.07.31,2017-07-31,"Eine Sammlung von Tools, die das beim Schreiben von Batch-Dateien viele Mîglichkeiten bieten. Text-User-Interfaces und andere Funktionen.",,"Update to vchoice for better color support. Also, a brand new utility for processing or executing lists of items called veach.",dos 16 bit batch vask vchoice vecho vpause vframe vmath vline vprogres veach,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/LoopZ/V8Power,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/utils/v8power/,http://up.lod.bz/V8Power/,,DOS,"GNU General Public License, Version 2",util,,71eddf7e0ae462e5a2d27ba9ef43d6de,c1bd5fabf11721d4f0c66fbadc14bfeec0b5050cd45d6479897a973add55c507,
vertigo,Vertigo,0.26,2013-12-07,"Ein Flugsimulator, der sich darauf konzentriert, mîglich nah an der RealitÑt zu sein.",,,,Anton Norup Sorensen,,stjerneskud.info/vertigo,,,,"DOS, GNU/Linux, BeOS","GNU General Public License, Version 2",games,,fcdbe9e18f93a6e76fe5a95abb9a4216,16b38c825a30494599d859184f45fc75115b804259abc3625667895862b8e8ed,
vice,VICE,2.2,2012-09-25,"Versatile Commodore 8-bit Emulator, emuliert C64, C128, VIC20, PET, PLUS4 und CBM-II.",,,"commodore, emulator, emulation",VICE Developers,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/vice.html,,,,DOS,"GNU General Public License, Version 2",emulator,,3b4e8ad360f804d0cd970e573c56c913,5dcb9690a8168f9418014248da117922eb3fd8ef3ff2c8b20e70326e880cd0fa,
vim,Vi IMproved (vim),7.3,2017-05-05,"Erweiterte, verbesserte Version von 'vi'","VIM ist eine verbesserte Version des standard UNIX Editor 'vi'. Dies sind die Runtime Dateien fÅr VIM. [GPL kompatibel, aber wird fragen, ob du Kinder in Uganda durch das ICCF unterstÅtzen willst. Der komplette Lizenztext kann in README.txt gelesen werden.Nur 32Bit DOS (7.1)",,"editor, vi, vim",Bram Moolenaar <Bram -at- Moolenaar.net>,,,,http://www.vim.org/,,"*nix, Windows, Macintosh, DOS, others",Source code available (open),edit,,824464f1d7760249355ce379cfb765c6,7397e5d2588cdedd1bde4a638d07ac7d566cac3033bdfd8480462cae7ff87daf,
vitetris,Vitetris,0.55,2013-12-07,Ein textbasierter Tetris Klon.,,,,Victor Nilsson,,victornils.net/tetris,,,,"DOS, GNU/Linux, Windows",Simplified (2-Clause) BSD License,games,,3922603f720b557e8b9c2369ecd58ac7,555bdb21286b3289a857ea4feab58b09e89d6f4716308d6eee35914d2568b932,
vmsmount,VMSMOUNT,0.5b,2013-07-16,Ein DOS Redirector fÅrs mounten von VMware shared folders,,,vmware,Eduardo Casino-Almao <mail@eduardocasino.es>,Eduardo Casino-Almao <mail@eduardocasino.es>,https://sourceforge.net/projects/vmsmount/,,,,DOS,"GNU General Public License, Version 2",net,,4018c2c89b4e42f857af9b3e93027313,a2d115b9f9ea746e117e97211b6a6527b42680fc7022dc477016ffed357fa308,
vncview,VNC Viewer 8086,3.3.7,2015-12-01,"VNC Viewer fÅr 8086+, basiert auf Xvncviewer",,,"VNC, 8086",Mateusz Viste,,http://vncviewer8086.sourceforge.net/,,,,DOS,"GNU General Public License, Version 2",net,,7e035e9e3e8761bd440e9ea077600c4f,a4b448e6042a403e1963212b878197a901ade2cc89b3c56a6cce74be35e211b5,
wattcp,WATTCP,2016-05-19,2016-05-19,WATTCP,,,"freedos, curl",,Doug Kaufman,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wattcp.html,,,,FreeDOS,Open source,net,,ad2a82384018548eb69c061234ed0b48,fbcbbabe832daef6781a97b82e826bd5d0ecdcc78807ab38f26faecc2a5c8c3d,
wcd,wcd,6.0.2,2018-05-10,"Wherever Change Directory (WCD) 16Bit Version fÅr DOS, ein Norton Change Directory (NCD) Klon mit neuen Features.",,Makefile Fix.,"chdir, cd, change directory, fast",waterlan _AT_ xs4all.nl (Erwin Waterlander),waterlan _AT_ xs4all.nl (Erwin Waterlander),http://waterlan.home.xs4all.nl/,http://sourceforge.net/projects/wcd/,http://www.xs4all.nl/~waterlan/,,"DOS, Windows, Unix","GNU General Public License, Version 2",util,,b45b70eee6d704e0b2b2e28497395db0,1b610d69a58eaf041be3afc7408ee8fe6060afcbfaa4ec92c1dc6dd6dc8190c2,
wde,WDE,3.0b,2009-02-15,WDE ist ein Disk-Editor.,,,"Wde, disk, editor",Ben Cadieux,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wde.html,,,,DOS,"GNU General Public License, Version 2",util,,e229f0808161633fa13a6eb1bcefc66a,746834698757f3f42be5c6f349add3b99eea49520956905f08e1b7f708a6f00e,
welcome,Welcome to FreeDOS,1.2,2016-12-20,"Die ""Willkommen zu FreeDOS 1.2"" Nachricht, die am Ende des Bootvorgangs angezeigt wird.",,,welcome boot message autoexec config,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/shidel/FDI,,,,DOS,"GNU General Public License, Version 2",base,,6248aa2591c096b6b26d35466ca3480c,b8ce519688e4e29be6d0fbee704138d26751e4ad2ea9539dc9a52858c6ab252c,
wget,Wget,1.11.2,2013-06-13,Der Nicht-Interaktive-Netzwerk-Downloader.,,,"freedos, wget",Hrvoje Niksic <hniksic@arsdigita.com>,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wget.html,,,,FreeDOS,"GNU General Public License, Version 3",net,,3f757d85435c8640595eb1107ae65ad4,3a0f7b047b938ba20650e9bb730db5ba55cac1fdc2086f9088f9d9ba93fe8441,
whichfat,WhichFAT,2003-11-24,2016-06-26,FAT32 Support Erkennung und Per-Laufwerk Typ-Erkennung (12-32).,,,"freedos, fat, disk",Eric Auer <eric (at) coli.uni-sb.de>,Eric Auer <eric (at) coli.uni-sb.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/whichfat.html,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,Public Domain,util,,bc788e13c2af52f3349d070275055c79,3ec09dfb702ee88bc04a2e2dbf2dbe95c2b38c2c7fd5875ce1ca02eabb9ef729,
which,which,2.1,2002-03-20,"Which ist ein Tool, das aus der UNIX-Welt stammt und sucht nach Programmen im kompletten Pfad. Voller Wildcard-Support, relative Dateinamen und optionale Datei-Details (Grîsse, Datum). User-Programm-Erweiterungen und korrekte Formatierung nach Codepage. Support fÅr das neue DOS Switchar.",,,"DOS, extension, file, utility, find, locate, PATH",trane@gol.com (Trane Francks),trane@gol.com (Trane Francks),http://www2.gol.com/users/trane/programming/programming.html,,,,"DOS, Compiler: Borland Turbo Pascal 7.0","GNU General Public License, Version 2",util,,8fe846317297a745ad769cf2877e56c9,2f1387d0c92fe0de13c7ddaafae45adf6bd839736023717a9171dffad78fc5d7,
wing,Wing,0.7,2013-07-13,Ein Space-Shooter Ñhnlich galaga.,,,galaga,"Adam Hiatt (cthulhu@grex.org), Anil Shrestra",,http://wing.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",games,,c8cc21322323b0156c88e2dd6410641c,06612642fed743ab8db7631cd0b9210c12e9921e62dbbeb576e5d69bd0e5dbad,
wptail,Whiptail,0.52.10,2016-07-17,"Erstellt TUI Dialoge, Eingabemasken und liest Benutzereingaben unter Nutzung von libnewt.",,,"dialog, whiptail, newt, gpm",Red Hat,"Red Hat, DOS port by Blairdude@gmail.com",www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/menu/,https://fedorahosted.org/newt/,https://fedorahosted.org/newt/,,"Unix, DOS","GNU Library General Public License, Version 2",util,,9b30d8483014e167fe12095f54fa3cf0,93a638d9e34c030e753f335c42cf6fee27d11e7607e527944ae08d13a21ced3d,
ww1,Word Whiz Volume 1,1.0,2013-12-10,Ein Text-basiertes Trivia Spiel,,,,Scott Miller,,http://www.3drealms.com/downloads.html,http://en.wikipedia.org/wiki/List_of_minor_Apogee_Software_video_games#Word_Whiz,,,DOS,"GNU General Public License, Version 2",games,,5e8acdee316591473e1835a0fd005e39,0bae1744bcc596912145f87776478641e351e3f60fc33d65f61257aeab60c4a0,
xcopy,XCopy,1.4,2007-09-22,Kopiert Dateien und ganze VerzeichnisbÑume.,,,"freedos, copy, xcopy, kitten",Rene Ableidinger <rene.ableidinger@gmx.at>,Rene Ableidinger <rene.ableidinger@gmx.at>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xcopy/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xcopy/,,DOS,"GNU General Public License, Version 2",base,,01d243d3440cb888b663c7fef3f009ca,f5c955341d5072997d094e3923813b7d7d944b9d809f9e649cff0d0ffe2c2338,
xdel,xDel,2.06,2002-05-22,Erweitertes Lîschen von Dateien. DR-DOS Ñhnlich,,,"xdel, del, deltree, delete",Alain Mouette <alainm at bonseletrons.com.br>,Alain Mouette <alainm at bonseletrons.com.br>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/xdel.html,,,,DOS,"GNU General Public License, Version 2",util,,a166ced90497145cade6c9a92331e4d5,8b81c049165fe65d9e475e6e204a70019bc5ffa56585b2abf78e7880e4dd6e7c,
xfdisk,Xfdisk,0.9.3 Beta,2009-02-15,Xfdisk ist ein fdisk Ñhnliches Programm zum Erstellen und Verwalten von Partitionen.,,,"Xfdisk, fdisk, partition, hard disk, hdd",Ulrich Mueller,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/xfdisk.html,,,,DOS,"GNU General Public License, Version 2",util,,a35f3145d22f06d9693e7932e9855224,cc489a09c590055f2dfa13d0219634c93c9f608c1d4b1d7076e347c3066d8841,
xgrep,XGREP,1.03,2007-03-09,"Schnelles, UNIX-Ñhnliches grep mit UnterstÅtzung fÅr regulÑre AusdrÅcke.",,,"freedos, files, find, grep, search, text, unix-like",Robert Nordier <rnordier (at) nordier.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/xgrep/,,,,"DOS (Arrowsoft Assembler, WarpLink)",Zero Clause BSD License,util,,6d84a0f717560c4ee28717952c6f3a5e,d48897d5519e143c70f5028f05b008bec1bcd526191230bda21b0c725abde944,
xkeyb,xkeyb,1.15,2011-07-25,"Keyboard Treiber fÅr internationale Tastaturen. EnthÑlt au·erdem KEYMAN, KLIB, LISTXDEF, SCANKBD.",,,"keyb, keyboard, driver",Dietmar Hohmann (d.hoehmann _AT_ gmx.net),,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xkeyb/,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,2d14aba9b0a489b307bc5f09b64b247d,73a7d5fc5fbaed3a2a20e4ba3ff1712301d20313124797b2e73efc6e28e69d3e,
z26,z26,1.58,2012-09-25,Ein Atari 2600 Emulator,,,"atari, emulation",John Saeger,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/z26.html,,,,DOS,"GNU General Public License, Version 2",emulator,,7e0efc78ec93131d6bdd13c3d65b86ef,e2817e0340a5611dac35da2231887969c023e8f561d51e29e21dbdbe0eb54d20,
zboy,zBoy,0.60,2015-05-10,GameBoy Classic Emulator,,,"gameboy, emulator",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zboy.html,,,,DOS,"GNU General Public License, Version 3",emulator,,0603fb51ef1b704e76cb569ac9d7ca4e,8953615001c7809de6e524cfe72460ef2a7d7745e63fc94818b814538890dc0d,
zerofill,Zerofill,1.05,2017-07-06,FÅllt unbenutzten Speicher auf einen DatentrÑger mit Nullen,FÅllt leeren Speicherplatz auf DatentrÑgern mit Nullen auf. Hilft den benutzten Speicher von Virtuellen Maschinen zu reduzieren.,,dos,Javier Gutierrez Chamorro (Guti),,,,http://nikkhokkho.sourceforge.net/static.php?page=ZEROFILL,,DOS,GNU Lesser General Public License,util,,41a36631e4dc245f0976f2e64eb35be3,f84321739a1eda704d77a00be07d07472760aae9c677b894c36ec211d6814bbb,
zip,zip,2.3,2004-08-24,Ein Packer Ñhnlich PKZIP,,,"freedos, zip, infozip, pkzip",info-zip@wkuvx1.wku.edu,info-zip@wkuvx1.wku.edu,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zip.html,,,,"dos, unix, mac","Open Source, see license.",archiver,,7ac63db34841a711f50c44ae9c070f48,821ef922417996251d29f7930034d314859540624a0c072f8953d41c1dc5eea8,
zmiy,zmiy,0.85.2,2015-06-13,"Ein Snake Spiel fÅr DOS (8086, Ñhnlich nibbles)",,,"nibbles, snake",Mateusz Viste,,http://zmiy.sourceforge.net,,,,DOS,Simplified (2-Clause) BSD License,games,,ca6a74cf2ef79c7e006cd37dfb12f836,65b6a5921155eae12db342bc442ff2b9855ff9d3b905c14cb06e5d5fbfc6fa3f,
zoo,zoo,2.1,2012-09-21,Manipulieren von ZOO Archiven,,,zoo,Rahul Dhesi,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zoo.html,,,,,Public Domain,archiver,,88eba5dd1a1b1475a0bd886eaf674097,45244672487c1044a7a900c7e004df2a2ceb6d3c71b8404fef46198ec8e5b5f9,
zsnes,Zsnes,1.51,2013-12-09,Ein Super Nintendo Emulator,,,,"zsKnight, _Demo_, pagefault, Nach",,http://zsnes.com,,,,"DOS, GNU/Linux, Windows","GNU General Public License, Version 2",emulator,,47c632c67ffc0c183984ed617f8b9ada,381be8475d85ef732fd01b6f85a25f2257866963276a1fc32de2ce3aea3c778a,
