id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
trch,trch,3.1f,2011-08-10,"Karakter çevirir. Bu, UNIX2DOS programıydı, ancak karakterleri çevirmek sizin için daha fazlasını yapabilir. [UNIX 'tr' programına benzer, ama aynısı değildir.] (GNU LGPL Cats programını içerir)",,,"trch, unix2dos, tr",Jim Hall,Alexis Malozemoff,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/user/trch/,,http://www.freedos.org/jhall/,,"DOS (Borland C), FreeDOS","GNU General Public License, Version 2",util,,c795c71d3fe676ca92e076011dc32edf,fd31f11591924492dd9bd07d779801cfd000992c627d5a787bd1a24d89504bc3,,,,
tree,Tree,3.7.2,2002-09-03,Bir sürücünün veya yolun dizin yapısını grafik olarak görüntüler.,,,"tree, FreeDOS, DOS, Win32",Dave Dunfield <dave@dunfield.com>,Kenneth J. Davis <jeremyd@computer.org>,http://www.darklogic.org/fdos/projects/tree/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/tree/,http://www.dunfield.com,http://wiki.freedos.org/wiki/index.php/Tree,"DOS (TC2, TC++1, TC30, BC31, BC45, MicroC v3*, Pacific C*, Digital Mars),","GNU General Public License, Version 2",base,,aa5e6f47e90352869c4e7c49a638880a,e632d08027ef1fbcfc87787de3ead1be39a761c28801bb8c3b5c5b6860b53f6a,,,,
udvd2,udvd2,2015-03-05,2016-12-26,CD/DVD UltraDMA cihaz sürücüsü,,,"cd, dvd, sürücü",Jack R. Ellis,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/ellis/,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/udvd2.html,,,DOS,Free w/sources,util,,ff345a4fdd934dea9493461567a440af,f9eefd86a37904569e9a6dc3606a8837ab00cf6f811e222893f018837509367e,,,,
uhex,uHex,1.0.4,2015-08-27,"uhex, sade ve hızlı bir onaltılı düzenleyicidir",,,"onaltılı,düzenleyici,görüntüleyici",Mateusz Viste,,,,http://uhex.sourceforge.net,,DOS,Simplified (2-clause) BSD License,edit,,1d0c040116c3d053a715589573e85589,0332ba0b4bf5f1787eeb51610dfb2f783bc05235027f58021c1446d8580a39f5,,,,
undelete,Undelete,2008,2009-04-05,Undelete bir FAT16/FAT32 dosya sisteminden silinmiş (ancak kurtarılabilir) dosyaların geri alınmasına izin verir.,,,"silmeyi geri al, unerase, kurtarma",Eric Auer,Eric Auer,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/undelete.html,,,http://wiki.freedos.org/wiki/index.php/Undelete,"DOS, FreeDOS","GNU General Public License, Version 2",base,,24d8cd201c21cefff7421fc54696392b,3258e7d5f8fa7aca7178167494ec4fc888ce2fae6084b4ca779dca3a0960e7ae,,,,
unformat,UNFORMAT,0.8,1999-03-24,Kazaen biçimlendirdiğiniz bir diskin biçimlendirmesini geri alın.,,,"biçimlendirme, biçimlendirmeyi kaldırma, sabit disk,",Brian Reifsnyder <breifsnyde -at- state.pa.us>,Brian Reifsnyder <breifsnyde -at- state.pa.us>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/unformat/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/unformat/,http://wiki.freedos.org/wiki/index.php/Unformat,"DOS, FreeDOS",GNU General Public License,base,,0a44258fbcff1ae7affeb01a171077d7,1ff8a2f77ed349bb73221037ea0d79d60e4b69873d8399f5dd7037005a1e98d9,,,,
unrar,UnRAR,3.93,2017-05-30,"UnRAR, bir .RAR dosya sıkıştırma açıcısıdır",,,"UnRAR, RAR, dosya açıcı, arşiv",Alexander L. Roshal,,http://www.rarlab.com,,,,DOS,"Freeware, see license.txt",archiver,,3b6a4b428f0a85e1247faa36fa0ac7a3,38db894d9ac2c562b3679eaec32f3ad727828c090b2510050f5b9d5e3340e2e2,,,,
unrtf,UnRTF,0.21.5,2013-08-22,"RTF biçimindeki belgeleri başka biçimlere (html, latex, txt...) dönüştürür",,,rtf,Zachary Smith,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/unrtf.html,,,,DOS,"GNU General Public License, Version 3",util,,352af57b77ea616b9ca6384e9a12d3b0,d9315cc66494a80a83b604608dfa4c298d479f18d09bfeaf47a86a46ed26d560,,,,
unzip,UnZip,6.00,2012-09-23,PKUNZIP gibi bir dosya sıkıştırması açma aracıdır.,,,"freedos, unzip, infozip, pkunzip",info-zip@wkuvx1.wku.edu,info-zip@wkuvx1.wku.edu,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/unzip.html,,,,"dos, unix, mac","Open Source, see license",archiver,,88e36eb45178773a3573fb2227f688d5,00227e5b6f6b7d168973b1355ff74402d3785c89b68675fbd1c72dac2d436729,,,,
uptimec,Uptime (Chamorro),2.60,2017-08-13,DOSEmu içinde bile çalışma süresini raporlar. UNIX 'uptime' programına benzer.,"UPTIME, sistemin çalışma süresini sistemin ne zaman başlatıldığını otomatik olarak algılayarak gösteren bir 16 bit DOS yardımcı programıdır. Temel UNIX komutlarından olan ve son yeniden başlatmadan veya başlatmadan beri sisteminizin ne kadar süredir çalışmakta olduğunu kolayca teyit etmenizi sağlayan *NIX uptime'ın işlevini DOS'a getirir.","Added -r errorlevel (1). More 386 optimizations. Size reduced from 1,318 bytes to 1,314 bytes. Upgraded to ASMC to 2.25H.",uptime,Javier Gutierrez Chamorro,Javier Gutierrez Chamorro,http://nikkhokkho.sourceforge.net/static.php?page=UPTIME,http://sourceforge.net/projects/nikkhokkho/files/UPTIME/,,,"DOS, FreeDOS","GNU Lesser General Public License, Version 3",util,,021d9b180b82da8d5b12c2c2debde4a9,520322b290280a4df3cb612fbdecadb84844e4f2eb5523b9c7584b3089d94067,,,,
uptime,uptime,7.02,1998-04-15,DOSEmu içinde bile çalışma süresini raporlar. UNIX 'uptime' programına benzer.,,,uptime,M.Aitchison _AT_ phys.canterbury.ac.nz,M.Aitchison _AT_ cyberxpress.co.nz,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,"DOS, FreeDOS",Source Code Available (open),util,,da3791782eac0889983ee8b35bd45944,b1d45ae900ba8a31e78b58a22c86e0c64b15727cb457970e2212e843c365bd84,,,,
upx,UPX,3.94,2017-05-14,"UPX, çeşitli çalıştırılabilir biçim için özgür, taşınabilir, genişletilebilir, yüksek performanslı çalıştırıcı paketleyicidir.",,,çalıştırılabilir paketleyici,"Markus F.X.J. Oberhumer, Laszlo Molnar and John F. Reiser","Markus F.X.J. Oberhumer, Laszlo Molnar and John F. Reiser",https://upx.github.io,https://github.com/upx/upx http://upx.sourceforge.net/,,,DOS,"GNU General Public License, Version 2",devel,,41b0499f3d4752421a60825a9e4c5d92,332ec4efc0d378cf58b62e37d5414ba3842563e43c4ef07c9d56e637edb81bb4,,,,
usbdos,USBDOS,2010-01-30,2016-04-28,UHCI (USB 1.1 12Mbit/1.5mbit) için DOS sürücü koleksiyonu,,,DOS USB sürücü klavye fare port uhci ohci ehci xhci,Bret Johnson <bret@bretjohnson.us>,Bret Johnson <bret@bretjohnson.us>,http://bretjohnson.us/,http://bretjohnson.us/,http://bretjohnson.us/,,DOS,"Freeware, see documentation",util,,0235eafb198b4e9c8c6e3d2ecf7c5cd2,0b0fb557a0950c7c7c6cf347579a9f52b69700d67715597276c2546018fa9af5,,,,
utf8tocp,utf8tocp,0.9.2,2016-02-20,"UTF-8 metin dosyalarını farklı kod sayfalarına dönüştürür, bu dönüştürmeyi ters yönde de yapabilir",,,"kod sayfası,dönüştürücü",Mateusz Viste,Mateusz Viste,,,http://utf8tocp.sourceforge.net/,,DOS,Simplified (2-Clause) BSD License,util,,df3b871b9796eff5a3d4aadd1b6e198d,83aee0255e5b24a50e36762ce1e5cc0d4d7c2ecea0669907aa622ac9551451ab,,,,
v8power,V8Power Tools,17.07.31,2017-07-31,DOS için metin kullanıcı arabirimi ve diğer işlevleri sağlayan bir dizi toplu iş (batch) dosyası geliştirme aracı,,"Update to vchoice for better color support. Also, a brand new utility for processing or executing lists of items called veach.",dos 16 bit batch vask vchoice vecho vpause vframe vmath vline vprogres veach,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/LoopZ/V8Power,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/utils/v8power/,http://up.lod.bz/V8Power/,,DOS,"GNU General Public License, Version 2",util,,71eddf7e0ae462e5a2d27ba9ef43d6de,c1bd5fabf11721d4f0c66fbadc14bfeec0b5050cd45d6479897a973add55c507,,,,
vertigo,Vertigo,0.26,2013-12-07,Uçuş modelinin gerçekçiliğine odaklanan bir uçuş simülatörü.,,,,Anton Norup Sorensen,,stjerneskud.info/vertigo,,,,"DOS, GNU/Linux, BeOS","GNU General Public License, Version 2",games,,fcdbe9e18f93a6e76fe5a95abb9a4216,16b38c825a30494599d859184f45fc75115b804259abc3625667895862b8e8ed,,,,
vice,VICE,2.2,2012-09-25,"Çok yönlü Commodore 8-bit emülatörü, C64, C128, VIC20, PET, PLUS4 and CBM-II modellerini öykünür.",,,"commodore, emülatör, öykünüm",VICE Developers,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/vice.html,,,,DOS,"GNU General Public License, Version 2",emulator,,3b4e8ad360f804d0cd970e573c56c913,5dcb9690a8168f9418014248da117922eb3fd8ef3ff2c8b20e70326e880cd0fa,,,,
vim,Vi IMproved (vim),7.3,2017-05-05,'vi' düzenleyicisinin iyileştirilmiş bir sürümü,"VIM, UNIX sistemlerinde standart metin editörlerinden biri olan 'vi' düzenleyicisinin gelişmiş bir sürümüdür. Bunlar VIM için çalışma zamanı dosyalarıdır. [GPL uyumlu, ancak eğer yararlı bulursanız, Uganda'daki çocuklara ICCF aracılığıyla yardım etmek için bir bağışta bulunmanızı rica eder. Tam lisans metni README.txt dosyasında bulunabilir.] Sadece DOS 32-bit (7.1'den beri).",,"düzenleyici, vi, vim",Bram Moolenaar <Bram -at- Moolenaar.net>,,,,http://www.vim.org/,,"*nix, Windows, Macintosh, DOS, others",Source code available (open),edit,,824464f1d7760249355ce379cfb765c6,7397e5d2588cdedd1bde4a638d07ac7d566cac3033bdfd8480462cae7ff87daf,,,,
vitetris,Vitetris,0.55,2013-12-07,Terminale dayalı bir Tetris klonu.,,,,Victor Nilsson,,victornils.net/tetris,,,,"DOS, GNU/Linux, Windows",Simplified (2-Clause) BSD License,games,,3922603f720b557e8b9c2369ecd58ac7,555bdb21286b3289a857ea4feab58b09e89d6f4716308d6eee35914d2568b932,,,,
vmsmount,VMSMOUNT,0.5b,2013-07-16,VMware paylaşımlı klasörleri yüklemek için bir DOS yönlendiricisi,,,vmware,Eduardo Casino-Almao <mail@eduardocasino.es>,Eduardo Casino-Almao <mail@eduardocasino.es>,https://sourceforge.net/projects/vmsmount/,,,,DOS,"GNU General Public License, Version 2",net,,4018c2c89b4e42f857af9b3e93027313,a2d115b9f9ea746e117e97211b6a6527b42680fc7022dc477016ffed357fa308,,,,
vncview,VNC Viewer 8086,3.3.7,2015-12-01,8086+ için Xvncviewer'a dayalı bir VNC görüntüleyici,,,"VNC, 8086",Mateusz Viste,,http://vncviewer8086.sourceforge.net/,,,,DOS,"GNU General Public License, Version 2",net,,7e035e9e3e8761bd440e9ea077600c4f,a4b448e6042a403e1963212b878197a901ade2cc89b3c56a6cce74be35e211b5,,,,
wattcp,WATTCP,2016-05-19,2016-05-19,WATTCP,,,"freedos, curl",,Doug Kaufman,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wattcp.html,,,,FreeDOS,Open source,net,,ad2a82384018548eb69c061234ed0b48,fbcbbabe832daef6781a97b82e826bd5d0ecdcc78807ab38f26faecc2a5c8c3d,,,,
wcd,wcd,6.0.2,2018-05-10,"Wherever Change Directory (WCD) 16 bit DOS sürümü, daha fazla işlevi bulunan Norton Change Directory (NCD, Norton Dizin Değiştirici) klonu.",,Makefile Fix.,"chdir, cd, dizin değiştir, hızlı",waterlan _AT_ xs4all.nl (Erwin Waterlander),waterlan _AT_ xs4all.nl (Erwin Waterlander),http://waterlan.home.xs4all.nl/,http://sourceforge.net/projects/wcd/,http://www.xs4all.nl/~waterlan/,,"DOS, Windows, Unix","GNU General Public License, Version 2",util,,b45b70eee6d704e0b2b2e28497395db0,1b610d69a58eaf041be3afc7408ee8fe6060afcbfaa4ec92c1dc6dd6dc8190c2,,,,
wde,WDE,3.0b,2009-02-15,"Wde, bir disk düzenleyicisidir.",,,"wde, disk, düzenleyici",Ben Cadieux,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wde.html,,,,DOS,"GNU General Public License, Version 2",util,,e229f0808161633fa13a6eb1bcefc66a,746834698757f3f42be5c6f349add3b99eea49520956905f08e1b7f708a6f00e,,,,
welcome,Welcome to FreeDOS,1.2,2016-12-20,Sistem başlatıldığında görüntülenen 'FreeDOS 1.2'ye hoş geldiniz' mesajı.,,,hoş geldiniz başlama mesajı autoexec config,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/shidel/FDI,,,,DOS,"GNU General Public License, Version 2",base,,6248aa2591c096b6b26d35466ca3480c,b8ce519688e4e29be6d0fbee704138d26751e4ad2ea9539dc9a52858c6ab252c,,,,
wget,Wget,1.11.2,2013-06-13,Etkileşimli olmayan ağ indiricisi.,,,"freedos, wget",Hrvoje Niksic <hniksic@arsdigita.com>,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/wget.html,,,,FreeDOS,"GNU General Public License, Version 3",net,,3f757d85435c8640595eb1107ae65ad4,3a0f7b047b938ba20650e9bb730db5ba55cac1fdc2086f9088f9d9ba93fe8441,,,,
whichfat,WhichFAT,2003-11-24,2016-06-26,FAT32 çekirdek desteği algılama ve sürücü başına FAT (12-32) tipi algılama,,,"freedos, fat, disk",Eric Auer <eric (at) coli.uni-sb.de>,Eric Auer <eric (at) coli.uni-sb.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/whichfat.html,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,Public Domain,util,,bc788e13c2af52f3349d070275055c79,3ec09dfb702ee88bc04a2e2dbf2dbe95c2b38c2c7fd5875ce1ca02eabb9ef729,,,,
which,which,2.1,2002-03-20,"which kullanıcıların, PATH ortam değişkeninde listelenen dizinlerde yürütülebilir dosyaları bulmasını sağlayan UNIX dünyasında doğmuş bir yardımcı programdır. Tam joker desteği, göreli yol adları, isteğe bağlı dosya ayrıntıları (boyut, tarih). Kullanıcı tanımlı program uzantıları, doğru kod sayfası zaman / tarih biçimi. Yeni DOS switchar desteği de içerir.",,,"DOS, uzantı, dosya, yardımcı program, find, locate, PATH",trane@gol.com (Trane Francks),trane@gol.com (Trane Francks),http://www2.gol.com/users/trane/programming/programming.html,,,,"DOS, Compiler: Borland Turbo Pascal 7.0","GNU General Public License, Version 2",util,,8fe846317297a745ad769cf2877e56c9,2f1387d0c92fe0de13c7ddaafae45adf6bd839736023717a9171dffad78fc5d7,,,,
wing,Wing,0.7,2013-07-13,Galaga benzeri bir uzay shooter oyunu.,,,galaga,"Adam Hiatt (cthulhu@grex.org), Anil Shrestra",,http://wing.sourceforge.net,,,,DOS,"GNU General Public License, Version 2",games,,c8cc21322323b0156c88e2dd6410641c,06612642fed743ab8db7631cd0b9210c12e9921e62dbbeb576e5d69bd0e5dbad,,,,
wptail,Whiptail,0.52.10,2016-07-17,TUI diyalog kutuları ile formları oluşturun ve libnewt kullanarak kullanıcı girdisini toplayın,,,"diyalog, whiptail, newt, gpm",Red Hat,"Red Hat, DOS port by Blairdude@gmail.com",www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/menu/,https://fedorahosted.org/newt/,https://fedorahosted.org/newt/,,"Unix, DOS","GNU Library General Public License, Version 2",util,,9b30d8483014e167fe12095f54fa3cf0,93a638d9e34c030e753f335c42cf6fee27d11e7607e527944ae08d13a21ced3d,,,,
ww1,Word Whiz Volume 1,1.0,2013-12-10,Metin tabanlı bir trivia (genel kültür) oyunu.,,,,Scott Miller,,http://www.3drealms.com/downloads.html,http://en.wikipedia.org/wiki/List_of_minor_Apogee_Software_video_games#Word_Whiz,,,DOS,"GNU General Public License, Version 2",games,,5e8acdee316591473e1835a0fd005e39,0bae1744bcc596912145f87776478641e351e3f60fc33d65f61257aeab60c4a0,,,,
xcopy,XCopy,1.4,2007-09-22,Dosyaları ve dizin ağaçlarını kopyalar.,,,"freedos, kopyala, xcopy, kitten",Rene Ableidinger <rene.ableidinger@gmx.at>,Rene Ableidinger <rene.ableidinger@gmx.at>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xcopy/,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xcopy/,,DOS,"GNU General Public License, Version 2",base,,01d243d3440cb888b663c7fef3f009ca,f5c955341d5072997d094e3923813b7d7d944b9d809f9e649cff0d0ffe2c2338,,,,
xdel,xDel,2.06,2002-05-22,"Genişletilmiş dosya silme, DR-DOS gibi",,,"xdel, del, deltree, sil",Alain Mouette <alainm at bonseletrons.com.br>,Alain Mouette <alainm at bonseletrons.com.br>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/xdel.html,,,,DOS,"GNU General Public License, Version 2",util,,a166ced90497145cade6c9a92331e4d5,8b81c049165fe65d9e475e6e204a70019bc5ffa56585b2abf78e7880e4dd6e7c,,,,
xfdisk,Xfdisk,0.9.3 Beta,2009-02-15,Xfdisk diskleri bölmek için kullanılan fdisk benzeri bir yazılımdır.,,,"Xfdisk, fdisk, bölüm, sabit disk, hdd",Ulrich Mueller,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/xfdisk.html,,,,DOS,"GNU General Public License, Version 2",util,,3dbbbf5d119a66ebb52f3e3e7f4e9b6b,dabda699b9d7be4c8e9132409d7cfd57bf3ca64086a708f3e9d0586f06c0150e,,,,
xgrep,XGREP,1.03,2007-03-09,Düzenli ifadeleri destekleyen hızlı UNIX benzeri 'grep' klonu,,,"freedos, dosyalar, bul, grep, ara, metin, unix gibi",Robert Nordier <rnordier (at) nordier.com>,,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/xgrep/,,,,"DOS (Arrowsoft Assembler, WarpLink)",Zero Clause BSD License,util,,6d84a0f717560c4ee28717952c6f3a5e,d48897d5519e143c70f5028f05b008bec1bcd526191230bda21b0c725abde944,,,,
xkeyb,xkeyb,1.15,2011-07-25,Uluslararası destek için klavye sürücüsü. Ayrıca KEYMAN + KLUB + LISTDEF + SCANKBD içerir,,,"keyb, klavye, sürücü",Dietmar Hohmann (d.hoehmann _AT_ gmx.net),,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/xkeyb/,,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,2d14aba9b0a489b307bc5f09b64b247d,73a7d5fc5fbaed3a2a20e4ba3ff1712301d20313124797b2e73efc6e28e69d3e,,,,
z26,z26,1.58,2012-09-25,Bir Atari 2600 emülatörü,,,"atari, öykünüm",John Saeger,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/z26.html,,,,DOS,"GNU General Public License, Version 2",emulator,,7e0efc78ec93131d6bdd13c3d65b86ef,e2817e0340a5611dac35da2231887969c023e8f561d51e29e21dbdbe0eb54d20,,,,
zboy,zBoy,0.60,2015-05-10,GameBoy classic emülatörü,,,"gameboy, emülatör",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zboy.html,,,,DOS,"GNU General Public License, Version 3",emulator,,0603fb51ef1b704e76cb569ac9d7ca4e,8953615001c7809de6e524cfe72460ef2a7d7745e63fc94818b814538890dc0d,,,,
zerofill,Zerofill,1.05,2017-07-06,Bir diskteki boş alanı sıfırlar ile doldurur.,Bir diskteki boş alanı sıfırlar ile doldurur. Sanal makine ve disk sıkıştırma yazılımlarının birimdeki atanmış alanı sıkıştırmasına ve böylece disk kullanımının azaltılmasına yardımcı olur.,,dos,Javier Gutierrez Chamorro (Guti),,,,http://nikkhokkho.sourceforge.net/static.php?page=ZEROFILL,,DOS,GNU Lesser General Public License,util,,41a36631e4dc245f0976f2e64eb35be3,f84321739a1eda704d77a00be07d07472760aae9c677b894c36ec211d6814bbb,,,,
zip,zip,2.3,2004-08-24,PKZIP gibi bir dosya arşivleme aracı.,,,"freedos, zip, infozip, pkzip",info-zip@wkuvx1.wku.edu,info-zip@wkuvx1.wku.edu,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zip.html,,,,"dos, unix, mac","Open Source, see license.",archiver,,7ac63db34841a711f50c44ae9c070f48,821ef922417996251d29f7930034d314859540624a0c072f8953d41c1dc5eea8,,,,
zmiy,zmiy,0.85.2,2015-06-13,DOS ve 8086 için (Nibbles gibi) bir yılan oyunu,,,"nibbles, yılan",Mateusz Viste,,http://zmiy.sourceforge.net,,,,DOS,Simplified (2-Clause) BSD License,games,,ca6a74cf2ef79c7e006cd37dfb12f836,65b6a5921155eae12db342bc442ff2b9855ff9d3b905c14cb06e5d5fbfc6fa3f,,,,
zoo,zoo,2.1,2012-09-21,zoo arşivlerini yönetin.,,,zoo,Rahul Dhesi,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/zoo.html,,,,,Public Domain,archiver,,88eba5dd1a1b1475a0bd886eaf674097,45244672487c1044a7a900c7e004df2a2ceb6d3c71b8404fef46198ec8e5b5f9,,,,
zsnes,Zsnes,1.51,2013-12-09,Bir Super Nintendo emülatörü.,,,,"zsKnight, _Demo_, pagefault, Nach",,http://zsnes.com,,,,"DOS, GNU/Linux, Windows","GNU General Public License, Version 2",emulator,,47c632c67ffc0c183984ed617f8b9ada,381be8475d85ef732fd01b6f85a25f2257866963276a1fc32de2ce3aea3c778a,,,,
